experiment,plant,genotype,scenario,line,position,sowing,first_valid_image,last_valid_image,harvest,plant_leaf_area,viable,representative
ZA16,0155/N6_H/ZM2756/d55/WD/3/03_35/ARCH2016-04-15,N6_H,WD,3,35,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0156/F335_H/ZM2971/a16/WD/3/03_36/ARCH2016-04-15,F335_H,WD,3,36,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0157/Lo1172_H/ZM2876/d142/WD/3/03_37/ARCH2016-04-15,Lo1172_H,WD,3,37,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0158/B37_H/ZM2774/d70/WD/3/03_38/ARCH2016-04-15,B37_H,WD,3,38,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0159/B104_H/ZM2721/d28/WD/3/03_39/ARCH2016-04-15,B104_H,WD,3,39,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3424.274,True,True
ZA16,0160/Lo1187_H/ZM2878/d144/WD/3/03_40/ARCH2016-04-15,Lo1187_H,WD,3,40,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0161/Pa36_H/ZM2895/d156/WD/3/03_41/ARCH2016-04-15,Pa36_H,WD,3,41,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0162/Oh02_H/ZM2717/d24/WD/3/03_42/ARCH2016-04-15,Oh02_H,WD,3,42,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0163/F7025_H/ZM2741/d45/WD/3/03_43/ARCH2016-04-15,F7025_H,WD,3,43,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0164/DKMBNA_H/ZM2947/a36/WD/3/03_44/ARCH2016-04-15,DKMBNA_H,WD,3,44,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0165/Lo1288_H/ZM2893/d155/WD/3/03_45/ARCH2016-04-15,Lo1288_H,WD,3,45,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0166/LP30_H/ZM4311/p34/WD/3/03_46/ARCH2016-04-15,LP30_H,WD,3,46,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0167/F05404_H/ZM2826/d110/WD/3/03_47/ARCH2016-04-15,F05404_H,WD,3,47,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0168/LP12_H/ZM4304/p27/WD/3/03_48/ARCH2016-04-15,LP12_H,WD,3,48,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0169/F670_H/ZM2965/a09/WD/3/03_49/ARCH2016-04-15,F670_H,WD,3,49,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0170/W9_H/ZM2739/d44/WD/3/03_50/ARCH2016-04-15,W9_H,WD,3,50,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0171/PHR36_H/ZM2917/d170/WD/3/03_51/ARCH2016-04-15,PHR36_H,WD,3,51,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0172/LP36_H/ZM4317/p40/WD/3/03_52/ARCH2016-04-15,LP36_H,WD,3,52,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0173/I242_H/ZM2853/d131/WD/3/03_53/ARCH2016-04-15,I242_H,WD,3,53,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0174/Pa91_H/ZM2778/d74/WD/3/03_54/ARCH2016-04-15,Pa91_H,WD,3,54,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3608.282,True,True
ZA16,0175/F908_H/ZM2836/d116/WD/3/03_55/ARCH2016-04-15,F908_H,WD,3,55,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0176/PB7_H/ZM2976/a22/WD/3/03_56/ARCH2016-04-15,PB7_H,WD,3,56,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0177/DK4676A_H/ZM2784/d80/WD/3/03_57/ARCH2016-04-15,DK4676A_H,WD,3,57,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0178/Lo1035_H/ZM2864/d138/WD/3/03_58/ARCH2016-04-15,Lo1035_H,WD,3,58,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0179/UH_P017_H/ZM2981/a26/WD/3/03_59/ARCH2016-04-15,UH_P017_H,WD,3,59,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0180/PB98TR_H/ZM2753/d52/WD/3/03_60/ARCH2016-04-15,PB98TR_H,WD,3,60,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0181/LP13_H/ZM4286/p09/WD/3/04_01/ARCH2016-04-15,LP13_H,WD,4,1,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0182/EZ35_H/ZM2814/d101/WD/3/04_02/ARCH2016-04-15,EZ35_H,WD,4,2,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0183/PHG35_H/ZM2910/d166/WD/3/04_03/ARCH2016-04-15,PHG35_H,WD,4,3,2016-05-10,2016-05-17,2016-06-21,2016-06-21,4050.967,True,True
ZA16,0184/HMV5422_H/ZM2729/d35/WD/3/04_04/ARCH2016-04-15,HMV5422_H,WD,4,4,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0185/LP11_H/ZM4319/p42/WD/3/04_05/ARCH2016-04-15,LP11_H,WD,4,5,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0186/F284_H/ZM2969/a13/WD/3/04_06/ARCH2016-04-15,F284_H,WD,4,6,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0187/A310_H/ZM2700/d08/WD/3/04_07/ARCH2016-04-15,A310_H,WD,4,7,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0188/HMV5325_H/ZM2750/d50/WD/3/04_08/ARCH2016-04-15,HMV5325_H,WD,4,8,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0189/EP77_H/ZM2811/d99/WD/3/04_09/ARCH2016-04-15,EP77_H,WD,4,9,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0190/LP35_H/ZM4305/p28/WD/3/04_10/ARCH2016-04-15,LP35_H,WD,4,10,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0191/B108_H/ZM2763/d61/WD/3/04_11/ARCH2016-04-15,B108_H,WD,4,11,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0192/B106_H/ZM2758/d57/WD/3/04_12/ARCH2016-04-15,B106_H,WD,4,12,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0193/D06_H/ZM2960/a23/WD/3/04_13/ARCH2016-04-15,D06_H,WD,4,13,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0194/LP42_H/ZM4316/p39/WD/3/04_14/ARCH2016-04-15,LP42_H,WD,4,14,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0195/EP52_H/ZM2706/d14/WD/3/04_15/ARCH2016-04-15,EP52_H,WD,4,15,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0196/LP29_H/ZM4312/p35/WD/3/04_16/ARCH2016-04-15,LP29_H,WD,4,16,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0197/Lo1261_H/ZM2885/d149/WD/3/04_17/ARCH2016-04-15,Lo1261_H,WD,4,17,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0198/Mo15W_H/ZM2898/d157/WD/3/04_18/ARCH2016-04-15,Mo15W_H,WD,4,18,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0199/NDB8_H/ZM2782/d78/WD/3/04_19/ARCH2016-04-15,NDB8_H,WD,4,19,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0200/LP39_H/ZM4323/p46/WD/3/04_20/ARCH2016-04-15,LP39_H,WD,4,20,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0201/Lo1063_H/ZM2867/d140/WD/3/04_21/ARCH2016-04-15,Lo1063_H,WD,4,21,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0202/Oh33_H/ZM2697/d05/WD/3/04_22/ARCH2016-04-15,Oh33_H,WD,4,22,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0203/D09_H/ZM2795/d87/WD/3/04_23/ARCH2016-04-15,D09_H,WD,4,23,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0204/I267_H/ZM2855/d133/WD/3/04_24/ARCH2016-04-15,I267_H,WD,4,24,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0205/NKH8431_H/ZM2975/a33/WD/3/04_25/ARCH2016-04-15,NKH8431_H,WD,4,25,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0206/F7059_H/ZM2966/a10/WD/3/04_26/ARCH2016-04-15,F7059_H,WD,4,26,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0207/DK78371A_H/ZM2748/d49/WD/3/04_27/ARCH2016-04-15,DK78371A_H,WD,4,27,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0208/Os426_H/ZM2730/d36/WD/3/04_28/ARCH2016-04-15,Os426_H,WD,4,28,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0209/F04402_H/ZM2822/d108/WD/3/04_29/ARCH2016-04-15,F04402_H,WD,4,29,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0210/AS5707_H/ZM2759/d58/WD/3/04_30/ARCH2016-04-15,AS5707_H,WD,4,30,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0211/EC140_H/ZM2801/d90/WD/3/04_31/ARCH2016-04-15,EC140_H,WD,4,31,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0212/HMV5409_H/ZM2846/d125/WD/3/04_32/ARCH2016-04-15,HMV5409_H,WD,4,32,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0213/B89_H/ZM2722/d29/WD/3/04_33/ARCH2016-04-15,B89_H,WD,4,33,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0214/LP19_H/ZM4306/p29/WD/3/04_34/ARCH2016-04-15,LP19_H,WD,4,34,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0215/UH_6151_H/ZM2979/a25/WD/3/04_35/ARCH2016-04-15,UH_6151_H,WD,4,35,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0216/UH_P060_H/ZM2927/d177/WD/3/04_36/ARCH2016-04-15,UH_P060_H,WD,4,36,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0217/PHG83_H/ZM2743/d47/WD/3/04_37/ARCH2016-04-15,PHG83_H,WD,4,37,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3380.724,True,True
ZA16,0218/EP29_H/ZM2785/d81/WD/3/04_38/ARCH2016-04-15,EP29_H,WD,4,38,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0219/P465P_H/ZM2907/d163/WD/3/04_39/ARCH2016-04-15,P465P_H,WD,4,39,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3702.899,True,True
ZA16,0220/EC232_H/ZM2725/d32/WD/3/04_40/ARCH2016-04-15,EC232_H,WD,4,40,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0221/F888_H/ZM2835/d115/WD/3/04_41/ARCH2016-04-15,F888_H,WD,4,41,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0222/UH_P074_H/ZM2929/d179/WD/3/04_42/ARCH2016-04-15,UH_P074_H,WD,4,42,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0223/Lo1251_H/ZM2883/d147/WD/3/04_43/ARCH2016-04-15,Lo1251_H,WD,4,43,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0224/Mo17_H/ZM2738/d43/WD/3/04_44/ARCH2016-04-15,Mo17_H,WD,4,44,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0225/PHV63_H/ZM2919/d172/WD/3/04_45/ARCH2016-04-15,PHV63_H,WD,4,45,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0226/LP15_H/ZM4284/p07/WD/3/04_46/ARCH2016-04-15,LP15_H,WD,4,46,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0227/F608_H/ZM2827/d111/WD/3/04_47/ARCH2016-04-15,F608_H,WD,4,47,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0228/F7081_H/ZM2728/d34/WD/3/04_48/ARCH2016-04-15,F7081_H,WD,4,48,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0229/EP55_H/ZM2767/d64/WD/3/04_49/ARCH2016-04-15,EP55_H,WD,4,49,2016-05-10,2016-05-17,2016-06-21,2016-06-21,4244.996,True,True
ZA16,0230/W182B_H/ZM2987/a19/WD/3/04_50/ARCH2016-04-15,W182B_H,WD,4,50,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0231/EC175_H/ZM2804/d93/WD/3/04_51/ARCH2016-04-15,EC175_H,WD,4,51,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0232/A347_H/ZM2705/d13/WD/3/04_52/ARCH2016-04-15,A347_H,WD,4,52,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0233/LP25_H/ZM4302/p25/WD/3/04_53/ARCH2016-04-15,LP25_H,WD,4,53,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0234/W602S_H/ZM2755/d54/WD/3/04_54/ARCH2016-04-15,W602S_H,WD,4,54,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0235/EC169_H/ZM2803/d92/WD/3/04_55/ARCH2016-04-15,EC169_H,WD,4,55,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3513.582,True,True
ZA16,0236/B73_H/ZM4330/d01/WD/3/04_56/ARCH2016-04-15,B73_H,WD,4,56,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3418.448,True,True
ZA16,0237/PHG39_H/ZM2731/d37/WD/3/04_57/ARCH2016-04-15,PHG39_H,WD,4,57,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0238/EZ36_H/ZM2815/d102/WD/3/04_58/ARCH2016-04-15,EZ36_H,WD,4,58,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3316.119,True,True
ZA16,0239/YUBC1a_H/ZM2989/a21/WD/3/04_59/ARCH2016-04-15,YUBC1a_H,WD,4,59,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3440.044,True,True
ZA16,0240/UH_P128_H/ZM2764/d62/WD/3/04_60/ARCH2016-04-15,UH_P128_H,WD,4,60,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3499.016,True,True
ZA16,0241/F05101_H/ZM2825/d109/WD/3/05_01/ARCH2016-04-15,F05101_H,WD,5,1,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0242/B105_H/ZM2704/d12/WD/3/05_02/ARCH2016-04-15,B105_H,WD,5,2,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0243/LP28_H/ZM4294/p17/WD/3/05_03/ARCH2016-04-15,LP28_H,WD,5,3,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0244/W23_H/ZM2737/d42/WD/3/05_04/ARCH2016-04-15,W23_H,WD,5,4,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0245/EZ5_H/ZM2949/a37/WD/3/05_05/ARCH2016-04-15,EZ5_H,WD,5,5,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0246/PHB09_H/ZM2772/d68/WD/3/05_06/ARCH2016-04-15,PHB09_H,WD,5,6,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0247/EZ48_H/ZM2819/d106/WD/3/05_07/ARCH2016-04-15,EZ48_H,WD,5,7,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0248/A188_H/ZM2958/a05/WD/3/05_08/ARCH2016-04-15,A188_H,WD,5,8,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0249/EC151_H/ZM2802/d91/WD/3/05_09/ARCH2016-04-15,EC151_H,WD,5,9,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0250/EZ47_H/ZM2698/d06/WD/3/05_10/ARCH2016-04-15,EZ47_H,WD,5,10,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0251/Lo1266_H/ZM2886/d150/WD/3/05_11/ARCH2016-04-15,Lo1266_H,WD,5,11,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0252/B14a_H/ZM2945/d190/WD/3/05_12/ARCH2016-04-15,B14a_H,WD,5,12,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0253/EC130_H/ZM2961/a01/WD/3/05_13/ARCH2016-04-15,EC130_H,WD,5,13,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0254/UH_S015_H/ZM2985/a30/WD/3/05_14/ARCH2016-04-15,UH_S015_H,WD,5,14,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0255/LP8_H/ZM4303/p26/WD/3/05_15/ARCH2016-04-15,LP8_H,WD,5,15,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0256/B97_H/ZM2719/d26/WD/3/05_16/ARCH2016-04-15,B97_H,WD,5,16,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3826.387,True,True
ZA16,0257/F584_H/ZM2950/a38/WD/3/05_17/ARCH2016-04-15,F584_H,WD,5,17,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0258/F1819_H/ZM2968/a12/WD/3/05_18/ARCH2016-04-15,F1819_H,WD,5,18,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0259/UH_2500_H/ZM2923/d175/WD/3/05_19/ARCH2016-04-15,UH_2500_H,WD,5,19,2016-05-10,2016-05-17,2016-05-25,2016-05-27,,True,False
ZA16,0260/W153R_H/ZM2818/d105/WD/3/05_20/ARCH2016-04-15,W153R_H,WD,5,20,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0261/I211_H/ZM2850/d129/WD/3/05_21/ARCH2016-04-15,I211_H,WD,5,21,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0262/F354_H/ZM2841/d121/WD/3/05_22/ARCH2016-04-15,F354_H,WD,5,22,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0263/PHJ40_H/ZM2915/d168/WD/3/05_23/ARCH2016-04-15,PHJ40_H,WD,5,23,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0264/LP16_H/ZM4296/p19/WD/3/05_24/ARCH2016-04-15,LP16_H,WD,5,24,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0265/Pa405_H/ZM2715/d22/WD/3/05_25/ARCH2016-04-15,Pa405_H,WD,5,25,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0266/F1808_H/ZM2714/d21/WD/3/05_26/ARCH2016-04-15,F1808_H,WD,5,26,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0267/LH82_H/ZM2762/d60/WD/3/05_27/ARCH2016-04-15,LH82_H,WD,5,27,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0268/LP49_H/ZM4278/p01/WD/3/05_28/ARCH2016-04-15,LP49_H,WD,5,28,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0269/HMV5502_H/ZM2847/d126/WD/3/05_29/ARCH2016-04-15,HMV5502_H,WD,5,29,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0270/PHT77_H/ZM2918/d171/WD/3/05_30/ARCH2016-04-15,PHT77_H,WD,5,30,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0271/F496_H/ZM2963/a07/WD/3/05_31/ARCH2016-04-15,F496_H,WD,5,31,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0272/HMV5343_H/ZM2844/d124/WD/3/05_32/ARCH2016-04-15,HMV5343_H,WD,5,32,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0273/LP6_H/ZM4299/p22/WD/3/05_33/ARCH2016-04-15,LP6_H,WD,5,33,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0274/EC334_H/ZM2806/d95/WD/3/05_34/ARCH2016-04-15,EC334_H,WD,5,34,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0275/F618_H/ZM2828/d112/WD/3/05_35/ARCH2016-04-15,F618_H,WD,5,35,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0276/MS71_H/ZM2783/d79/WD/3/05_36/ARCH2016-04-15,MS71_H,WD,5,36,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0277/F7058_H/ZM2830/e26/WD/2/05_37/ARCH2016-04-15,F7058_H,WD,5,37,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0278/F288_H/ZM4326/a14/WD/2/05_38/ARCH2016-04-15,F288_H,WD,5,38,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0279/EZ48_H/ZM2819/d106/WD/2/05_39/ARCH2016-04-15,EZ48_H,WD,5,39,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0280/PHK76_H/ZM2780/d76/WD/2/05_40/ARCH2016-04-15,PHK76_H,WD,5,40,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0281/LP13_H/ZM4286/p09/WD/2/05_41/ARCH2016-04-15,LP13_H,WD,5,41,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0282/EZ40_H/ZM2736/d41/WD/2/05_42/ARCH2016-04-15,EZ40_H,WD,5,42,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0283/LP9_H/ZM4300/p23/WD/2/05_43/ARCH2016-04-15,LP9_H,WD,5,43,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0284/EZ11A_H/ZM2712/d20/WD/2/05_44/ARCH2016-04-15,EZ11A_H,WD,5,44,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0285/CO158_H/ZM2959/a06/WD/2/05_45/ARCH2016-04-15,CO158_H,WD,5,45,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0286/LP36_H/ZM4317/p40/WD/2/05_46/ARCH2016-04-15,LP36_H,WD,5,46,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0287/Pa374_H/ZM2954/a39/WD/2/05_47/ARCH2016-04-15,Pa374_H,WD,5,47,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0288/Oh33_H/ZM2697/d05/WD/2/05_48/ARCH2016-04-15,Oh33_H,WD,5,48,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0289/Lo1187_H/ZM2878/d144/WD/2/05_49/ARCH2016-04-15,Lo1187_H,WD,5,49,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0290/EZ35_H/ZM2814/d101/WD/2/05_50/ARCH2016-04-15,EZ35_H,WD,5,50,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0291/Lo1016_H/ZM2862/d137/WD/2/05_51/ARCH2016-04-15,Lo1016_H,WD,5,51,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0292/UH_P074_H/ZM2929/d179/WD/2/05_52/ARCH2016-04-15,UH_P074_H,WD,5,52,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0293/LP43_H/ZM4318/p41/WD/2/05_53/ARCH2016-04-15,LP43_H,WD,5,53,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0294/LP46_H/ZM4322/p45/WD/2/05_54/ARCH2016-04-15,LP46_H,WD,5,54,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0295/Lo1026_H/ZM2863/e33/WD/2/05_55/ARCH2016-04-15,Lo1026_H,WD,5,55,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0296/EC151_H/ZM2802/d91/WD/2/05_56/ARCH2016-04-15,EC151_H,WD,5,56,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0297/F252_H/ZM2840/d120/WD/2/05_57/ARCH2016-04-15,F252_H,WD,5,57,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3477.359,True,True
ZA16,0298/Lo1199_H/ZM2879/e41/WD/2/05_58/ARCH2016-04-15,Lo1199_H,WD,5,58,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0299/UH_S015_H/ZM2985/a30/WD/2/05_59/ARCH2016-04-15,UH_S015_H,WD,5,59,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0300/Va26_H/ZM2938/d184/WD/2/05_60/ARCH2016-04-15,Va26_H,WD,5,60,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0301/PHG86_H/ZM2747/e07/WD/2/06_01/ARCH2016-04-15,PHG86_H,WD,6,1,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0302/LP19_H/ZM4306/p29/WD/2/06_02/ARCH2016-04-15,LP19_H,WD,6,2,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0303/Lo1301_H/ZM2896/e46/WD/2/06_03/ARCH2016-04-15,Lo1301_H,WD,6,3,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0304/N16_H/ZM2899/d158/WD/2/06_04/ARCH2016-04-15,N16_H,WD,6,4,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0305/EC242C_H/ZM2805/d94/WD/2/06_05/ARCH2016-04-15,EC242C_H,WD,6,5,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0306/N25_H/ZM2744/d48/WD/2/06_06/ARCH2016-04-15,N25_H,WD,6,6,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0307/X697_H/ZM2909/d165/WD/2/06_07/ARCH2016-04-15,X697_H,WD,6,7,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0308/UH_P087_H/ZM2930/d180/WD/2/06_08/ARCH2016-04-15,UH_P087_H,WD,6,8,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
