experiment,plant,genotype,scenario,line,position,sowing,first_valid_image,last_valid_image,harvest,plant_leaf_area,viable,representative
ZA16,0440/DK4676A_H/ZM2784/d80/WD/2/08_20/ARCH2016-04-15,DK4676A_H,WD,8,20,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0441/EA3076_H/ZM2779/d75/WD/2/08_21/ARCH2016-04-15,EA3076_H,WD,8,21,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0442/EZ5_H/ZM2949/a37/WD/2/08_22/ARCH2016-04-15,EZ5_H,WD,8,22,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0443/LP17_H/ZM4291/p14/WD/2/08_23/ARCH2016-04-15,LP17_H,WD,8,23,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,False,False
ZA16,0444/F218_H/ZM2839/d119/WD/2/08_24/ARCH2016-04-15,F218_H,WD,8,24,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3438.699,True,True
ZA16,0445/F618_H/ZM2828/d112/WD/2/08_25/ARCH2016-04-15,F618_H,WD,8,25,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0446/UH_P040_H/ZM2982/a27/WD/2/08_26/ARCH2016-04-15,UH_P040_H,WD,8,26,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0447/PHR36_H/ZM2917/d170/WD/2/08_27/ARCH2016-04-15,PHR36_H,WD,8,27,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0448/AS5707_H/ZM2759/d58/WD/2/08_28/ARCH2016-04-15,AS5707_H,WD,8,28,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0449/Lo1266_H/ZM2886/d150/WD/2/08_29/ARCH2016-04-15,Lo1266_H,WD,8,29,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0450/LP47_H/ZM4285/p08/WD/2/08_30/ARCH2016-04-15,LP47_H,WD,8,30,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0451/EZ34_H/ZM2740/e04/WD/2/08_31/ARCH2016-04-15,EZ34_H,WD,8,31,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0452/F838_H/ZM2720/d27/WD/2/08_32/ARCH2016-04-15,F838_H,WD,8,32,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0453/F584_H/ZM2950/a38/WD/2/08_33/ARCH2016-04-15,F584_H,WD,8,33,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0454/F496_H/ZM2963/a07/WD/2/08_34/ARCH2016-04-15,F496_H,WD,8,34,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0455/F7082_H/ZM2832/e28/WD/2/08_35/ARCH2016-04-15,F7082_H,WD,8,35,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0456/F912_H/ZM2703/d11/WD/2/08_36/ARCH2016-04-15,F912_H,WD,8,36,2016-05-10,2016-05-17,2016-06-21,2016-06-21,3917.729,True,True
ZA16,0457/B84_H/ZM2701/d09/WD/2/08_37/ARCH2016-04-15,B84_H,WD,8,37,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0458/EC326A_H/ZM2962/a02/WD/2/08_38/ARCH2016-04-15,EC326A_H,WD,8,38,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0459/LP10_H/ZM4298/p21/WD/2/08_39/ARCH2016-04-15,LP10_H,WD,8,39,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0460/Os426_H/ZM2730/d36/WD/2/08_40/ARCH2016-04-15,Os426_H,WD,8,40,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0461/Lo1242_H/ZM2882/d146/WD/2/08_41/ARCH2016-04-15,Lo1242_H,WD,8,41,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0462/HMV5325_H/ZM2750/d50/WD/2/08_42/ARCH2016-04-15,HMV5325_H,WD,8,42,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0463/I242_H/ZM2853/d131/WD/2/08_43/ARCH2016-04-15,I242_H,WD,8,43,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0464/PHH93_H/ZM2766/e11/WD/2/08_44/ARCH2016-04-15,PHH93_H,WD,8,44,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0465/F546_H/ZM2820/d107/WD/2/08_45/ARCH2016-04-15,F546_H,WD,8,45,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0466/FR19_H/ZM2710/d18/WD/2/08_46/ARCH2016-04-15,FR19_H,WD,8,46,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0467/LH74_H/ZM2733/e03/WD/2/08_47/ARCH2016-04-15,LH74_H,WD,8,47,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0468/Lo1123_H/ZM2873/e39/WD/2/08_48/ARCH2016-04-15,Lo1123_H,WD,8,48,2016-05-10,2016-05-17,2016-06-21,2016-06-21,4154.281,True,True
ZA16,0469/Lo1038_H/ZM2865/d139/WD/2/08_49/ARCH2016-04-15,Lo1038_H,WD,8,49,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0470/UH_P131_H/ZM2984/a29/WD/2/08_50/ARCH2016-04-15,UH_P131_H,WD,8,50,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0471/PHG50_H/ZM2911/e51/WD/2/08_51/ARCH2016-04-15,PHG50_H,WD,8,51,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0472/LP11_H/ZM4319/p42/WD/2/08_52/ARCH2016-04-15,LP11_H,WD,8,52,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0473/F904_H/ZM2967/a11/WD/2/08_53/ARCH2016-04-15,F904_H,WD,8,53,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0474/IDT_H/ZM2856/d134/WD/2/08_54/ARCH2016-04-15,IDT_H,WD,8,54,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0475/PB98TR_H/ZM2753/d52/WD/2/08_55/ARCH2016-04-15,PB98TR_H,WD,8,55,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0476/HMV5409_H/ZM2846/d125/WD/2/08_56/ARCH2016-04-15,HMV5409_H,WD,8,56,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0477/A3_H/ZM2789/e13/WD/2/08_57/ARCH2016-04-15,A3_H,WD,8,57,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0478/UH_S018_H/ZM2934/d182/WD/2/08_58/ARCH2016-04-15,UH_S018_H,WD,8,58,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0479/EZ37_H/ZM2713/e01/WD/2/08_59/ARCH2016-04-15,EZ37_H,WD,8,59,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0480/NK807_H/ZM2903/e50/WD/2/08_60/ARCH2016-04-15,NK807_H,WD,8,60,2016-05-10,2016-05-17,2016-06-21,2016-06-21,,True,True
ZA16,0481/EZ42_H/ZM2817/d104/WD/2/09_01/ARCH2016-04-15,EZ42_H,WD,9,1,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0482/F874_H/ZM2834/d114/WD/2/09_02/ARCH2016-04-15,F874_H,WD,9,2,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2941.581,True,True
ZA16,0483/F335_H/ZM2971/a16/WD/2/09_03/ARCH2016-04-15,F335_H,WD,9,3,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0484/I261_H/ZM2854/d132/WD/2/09_04/ARCH2016-04-15,I261_H,WD,9,4,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0485/HMV5347_H/ZM2845/e29/WD/2/09_05/ARCH2016-04-15,HMV5347_H,WD,9,5,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0486/Lo1094_H/ZM2869/e35/WD/2/09_06/ARCH2016-04-15,Lo1094_H,WD,9,6,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0487/UH_P066_H/ZM2983/a28/WD/2/09_07/ARCH2016-04-15,UH_P066_H,WD,9,7,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0488/Lo904_H/ZM2897/e47/WD/2/09_08/ARCH2016-04-15,Lo904_H,WD,9,8,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0489/LH38_H/ZM2716/d23/WD/2/09_09/ARCH2016-04-15,LH38_H,WD,9,9,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0490/F922_H/ZM2837/d117/WD/2/09_10/ARCH2016-04-15,F922_H,WD,9,10,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0491/LP15_H/ZM4284/p07/WD/2/09_11/ARCH2016-04-15,LP15_H,WD,9,11,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0492/NS701_H/ZM2905/d161/WD/2/09_12/ARCH2016-04-15,NS701_H,WD,9,12,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0493/EZ47_H/ZM2698/d06/WD/2/09_13/ARCH2016-04-15,EZ47_H,WD,9,13,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0494/Oh43_H/ZM3251/d03/WD/2/09_14/ARCH2016-04-15,Oh43_H,WD,9,14,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0495/F7019_H/ZM2829/e25/WD/2/09_15/ARCH2016-04-15,F7019_H,WD,9,15,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0496/UH_2500_H/ZM2923/d175/WD/2/09_16/ARCH2016-04-15,UH_2500_H,WD,9,16,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0497/PHK29_H/ZM2916/d169/WD/2/09_17/ARCH2016-04-15,PHK29_H,WD,9,17,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0498/DE811_H/ZM2796/d88/WD/2/09_18/ARCH2016-04-15,DE811_H,WD,9,18,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0499/EZ38_H/ZM2816/d103/WD/2/09_19/ARCH2016-04-15,EZ38_H,WD,9,19,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3256.331,True,True
ZA16,0500/H99_H/ZM2842/d122/WD/2/09_20/ARCH2016-04-15,H99_H,WD,9,20,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0501/LP22_H/ZM4320/p43/WD/2/09_21/ARCH2016-04-15,LP22_H,WD,9,21,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0502/Lo1274_H/ZM2889/e43/WD/2/09_22/ARCH2016-04-15,Lo1274_H,WD,9,22,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0503/W182E_H/ZM2940/d186/WD/2/09_23/ARCH2016-04-15,W182E_H,WD,9,23,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0504/N22_H/ZM2901/d159/WD/2/09_24/ARCH2016-04-15,N22_H,WD,9,24,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0505/PB7_H/ZM2976/a22/WD/2/09_25/ARCH2016-04-15,PB7_H,WD,9,25,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0506/EP72_H/ZM2810/d98/WD/2/09_26/ARCH2016-04-15,EP72_H,WD,9,26,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0507/B14a_H/ZM2945/d190/WD/2/09_27/ARCH2016-04-15,B14a_H,WD,9,27,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0508/Lo1251_H/ZM2883/d147/WD/2/09_28/ARCH2016-04-15,Lo1251_H,WD,9,28,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0509/EP51_H/ZM2765/d63/WD/2/09_29/ARCH2016-04-15,EP51_H,WD,9,29,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0510/Lo1273_H/ZM2888/d152/WD/2/09_30/ARCH2016-04-15,Lo1273_H,WD,9,30,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0511/F924_H/ZM2735/d40/WD/2/09_31/ARCH2016-04-15,F924_H,WD,9,31,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0512/Lo1284_H/ZM2892/d154/WD/2/09_32/ARCH2016-04-15,Lo1284_H,WD,9,32,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0513/EA1163_H/ZM2761/d59/WD/2/09_33/ARCH2016-04-15,EA1163_H,WD,9,33,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0514/F712_H/ZM2749/e08/WD/2/09_34/ARCH2016-04-15,F712_H,WD,9,34,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2814.383,True,True
ZA16,0515/F1890_H/ZM2708/d16/WD/2/09_35/ARCH2016-04-15,F1890_H,WD,9,35,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0516/UH_P024_H/ZM2926/e56/WD/2/09_36/ARCH2016-04-15,UH_P024_H,WD,9,36,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0517/W604S_H/ZM2941/d187/WD/2/09_37/ARCH2016-04-15,W604S_H,WD,9,37,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0518/LH145_H/ZM2752/e09/WD/2/09_38/ARCH2016-04-15,LH145_H,WD,9,38,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0519/NS501_H/ZM2952/e61/WD/2/09_39/ARCH2016-04-15,NS501_H,WD,9,39,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0520/HMV5343_H/ZM2844/d124/WD/2/09_40/ARCH2016-04-15,HMV5343_H,WD,9,40,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0521/EP2008-22_H/ZM2808/e20/WD/2/09_41/ARCH2016-04-15,EP2008-22_H,WD,9,41,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0522/Pa405_H/ZM2715/d22/WD/2/09_42/ARCH2016-04-15,Pa405_H,WD,9,42,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0523/LP32_H/ZM4313/p36/WD/2/09_43/ARCH2016-04-15,LP32_H,WD,9,43,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0524/UH_P128_H/ZM2764/d62/WD/2/09_44/ARCH2016-04-15,UH_P128_H,WD,9,44,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3357.008,True,True
ZA16,0525/LP48_H/ZM4279/p02/WD/2/09_45/ARCH2016-04-15,LP48_H,WD,9,45,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0526/K55_H/ZM4327/a18/WD/2/09_46/ARCH2016-04-15,K55_H,WD,9,46,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0527/B111_H/ZM2944/a34/WD/2/09_47/ARCH2016-04-15,B111_H,WD,9,47,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0528/UH250_H/ZM2718/d25/WD/2/09_48/ARCH2016-04-15,UH250_H,WD,9,48,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0529/UH_S020_H/ZM2935/e59/WD/2/09_49/ARCH2016-04-15,UH_S020_H,WD,9,49,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0530/LP1_H/ZM4309/p32/WD/2/09_50/ARCH2016-04-15,LP1_H,WD,9,50,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0531/B105_H/ZM2704/d12/WD/2/09_51/ARCH2016-04-15,B105_H,WD,9,51,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0532/X061_H/ZM2943/d189/WD/2/09_52/ARCH2016-04-15,X061_H,WD,9,52,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0533/EP67_H/ZM2809/d97/WD/2/09_53/ARCH2016-04-15,EP67_H,WD,9,53,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0534/P465P_H/ZM2907/d163/WD/2/09_54/ARCH2016-04-15,P465P_H,WD,9,54,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3423.694,True,True
ZA16,0535/PHG83_H/ZM2743/d47/WD/2/09_55/ARCH2016-04-15,PHG83_H,WD,9,55,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3070.965,True,True
ZA16,0536/HMV5422_H/ZM2729/d35/WD/2/09_56/ARCH2016-04-15,HMV5422_H,WD,9,56,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0537/W23_H/ZM2737/d42/WD/2/09_57/ARCH2016-04-15,W23_H,WD,9,57,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0538/UH_P017_H/ZM2981/a26/WD/2/09_58/ARCH2016-04-15,UH_P017_H,WD,9,58,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0539/Pa36_H/ZM2895/d156/WD/2/09_59/ARCH2016-04-15,Pa36_H,WD,9,59,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0540/W182B_H/ZM2987/a19/WD/2/09_60/ARCH2016-04-15,W182B_H,WD,9,60,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0541/EZ18_H/ZM2812/d100/WD/2/10_01/ARCH2016-04-15,EZ18_H,WD,10,1,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0542/UH_6102_H/ZM2924/e55/WD/2/10_02/ARCH2016-04-15,UH_6102_H,WD,10,2,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0543/B97_H/ZM2719/d26/WD/2/10_03/ARCH2016-04-15,B97_H,WD,10,3,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3168.127,True,True
ZA16,0544/11430_H/ZM2788/d84/WD/2/10_04/ARCH2016-04-15,11430_H,WD,10,4,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0545/LH65_H/ZM2861/e32/WD/2/10_05/ARCH2016-04-15,LH65_H,WD,10,5,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0546/F7001_H/ZM2732/d38/WD/2/10_06/ARCH2016-04-15,F7001_H,WD,10,6,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0547/DK2MA22_H/ZM2946/a35/WD/2/10_07/ARCH2016-04-15,DK2MA22_H,WD,10,7,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0548/Lo1172_H/ZM2876/d142/WD/2/10_08/ARCH2016-04-15,Lo1172_H,WD,10,8,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0549/C103_H/ZM2793/d86/WD/2/10_09/ARCH2016-04-15,C103_H,WD,10,9,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0550/MS153_H/ZM2699/d07/WD/2/10_10/ARCH2016-04-15,MS153_H,WD,10,10,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0551/DKMBNA_H/ZM2947/a36/WD/2/10_11/ARCH2016-04-15,DKMBNA_H,WD,10,11,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0552/LP34_H/ZM4325/p48/WD/2/10_12/ARCH2016-04-15,LP34_H,WD,10,12,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0553/PB116_H/ZM2754/d53/WD/2/10_13/ARCH2016-04-15,PB116_H,WD,10,13,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0554/F894_H/ZM2702/d10/WD/2/10_14/ARCH2016-04-15,F894_H,WD,10,14,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0555/Lo1106_H/ZM2872/e38/WD/2/10_15/ARCH2016-04-15,Lo1106_H,WD,10,15,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0556/B108_H/ZM2763/d61/WD/2/10_16/ARCH2016-04-15,B108_H,WD,10,16,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0557/Lo1203_H/ZM2880/d145/WD/2/10_17/ARCH2016-04-15,Lo1203_H,WD,10,17,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0558/F1819_H/ZM2968/a12/WD/2/10_18/ARCH2016-04-15,F1819_H,WD,10,18,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0559/Mo17_H/ZM2738/d43/WD/2/10_19/ARCH2016-04-15,Mo17_H,WD,10,19,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0560/Lo1063_H/ZM2867/d140/WD/2/10_20/ARCH2016-04-15,Lo1063_H,WD,10,20,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0561/W602S_H/ZM2755/d54/WD/2/10_21/ARCH2016-04-15,W602S_H,WD,10,21,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0562/EP77_H/ZM2811/d99/WD/2/10_22/ARCH2016-04-15,EP77_H,WD,10,22,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0563/EC169_H/ZM2803/d92/WD/2/10_23/ARCH2016-04-15,EC169_H,WD,10,23,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2610.969,True,True
ZA16,0564/D06_H/ZM2960/a23/WD/2/10_24/ARCH2016-04-15,D06_H,WD,10,24,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0565/LH82_H/ZM2762/d60/WD/2/10_25/ARCH2016-04-15,LH82_H,WD,10,25,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0566/LP41_H/ZM4287/p10/WD/2/10_26/ARCH2016-04-15,LP41_H,WD,10,26,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0567/DK78371A_H/ZM2748/d49/WD/2/10_27/ARCH2016-04-15,DK78371A_H,WD,10,27,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0568/PHT77_H/ZM2918/d171/WD/2/10_28/ARCH2016-04-15,PHT77_H,WD,10,28,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0569/LH59_H/ZM2859/e31/WD/2/10_29/ARCH2016-04-15,LH59_H,WD,10,29,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0570/UH_4068_H/ZM2978/a24/WD/2/10_30/ARCH2016-04-15,UH_4068_H,WD,10,30,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0571/I211_H/ZM2850/d129/WD/2/10_31/ARCH2016-04-15,I211_H,WD,10,31,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0572/Pa91_H/ZM2778/d74/WD/2/10_32/ARCH2016-04-15,Pa91_H,WD,10,32,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2818.458,True,True
ZA16,0573/N192_H/ZM2900/e48/WD/2/10_33/ARCH2016-04-15,N192_H,WD,10,33,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0574/DKMBST_H/ZM2800/d89/WD/2/10_34/ARCH2016-04-15,DKMBST_H,WD,10,34,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0575/F7057_H/ZM2831/e27/WD/2/10_35/ARCH2016-04-15,F7057_H,WD,10,35,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0576/DKIBO2_H/ZM2799/e19/WD/2/10_36/ARCH2016-04-15,DKIBO2_H,WD,10,36,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0577/SC-Malawi_H/ZM2922/d174/WD/2/10_37/ARCH2016-04-15,SC-Malawi_H,WD,10,37,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3627.653,True,True
ZA16,0578/LP45_H/ZM4297/p20/WD/2/10_38/ARCH2016-04-15,LP45_H,WD,10,38,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0579/UH_P064_H/ZM2928/d178/WD/2/10_39/ARCH2016-04-15,UH_P064_H,WD,10,39,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0580/B104_H/ZM2721/d28/WD/2/10_40/ARCH2016-04-15,B104_H,WD,10,40,2016-05-10,2016-05-17,2016-06-20,2016-06-20,3463.665,True,True
ZA16,0581/UH_6179_H/ZM2925/d176/WD/2/10_41/ARCH2016-04-15,UH_6179_H,WD,10,41,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0582/I205_H/ZM2849/d128/WD/2/10_42/ARCH2016-04-15,I205_H,WD,10,42,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0583/Lo1282_H/ZM2891/e44/WD/2/10_43/ARCH2016-04-15,Lo1282_H,WD,10,43,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0584/F98902_H/ZM2773/d69/WD/2/10_44/ARCH2016-04-15,F98902_H,WD,10,44,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2786.933,True,True
ZA16,0585/EZ31_H/ZM2813/e21/WD/2/10_45/ARCH2016-04-15,EZ31_H,WD,10,45,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0586/B73_H/ZM4330/d01/WD/2/10_46/ARCH2016-04-15,B73_H,WD,10,46,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2869.411,True,True
ZA16,0587/DKFAPW_H/ZM2798/e18/WD/2/10_47/ARCH2016-04-15,DKFAPW_H,WD,10,47,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0588/LH123Ht_H/ZM2857/d135/WD/2/10_48/ARCH2016-04-15,LH123Ht_H,WD,10,48,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0589/LP23_H/ZM4288/p11/WD/2/10_49/ARCH2016-04-15,LP23_H,WD,10,49,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0590/B98_H/ZM2768/d65/WD/2/10_50/ARCH2016-04-15,B98_H,WD,10,50,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0591/F908_H/ZM2836/d116/WD/2/10_51/ARCH2016-04-15,F908_H,WD,10,51,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0592/CR1Ht_H/ZM2794/e16/WD/2/10_52/ARCH2016-04-15,CR1Ht_H,WD,10,52,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0593/F04401_H/ZM2821/e22/WD/2/10_53/ARCH2016-04-15,F04401_H,WD,10,53,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
